strain,protein,orf,pav,cnv,n_obs_strain,n_obs_other,frac_obs_strain,frac_obs_other,mean_strain,mean_other,delta,delta_frac_obs
CEK,MEC3,YLR288C,1,1.0,1221,3015,0.8227762803234502,0.6796663660955816,16.663387298583984,16.682086944580078,-0.01869964599609375,0.14310991422786856
CEK,MED1,YPR070W,1,1.0,1483,4135,0.9993261455525606,0.9321460775473399,19.9009952545166,19.349184036254883,0.5518112182617188,0.0671800680052207
CEK,MED11,YMR112C,1,1.0,1474,4233,0.9932614555256065,0.9542380522993688,21.589130401611328,21.4558048248291,0.13332557678222656,0.03902340322623776
CEK,MED2,YDL005C,1,1.0,1473,3923,0.9925876010781671,0.8843552750225429,20.237062454223633,20.03162384033203,0.20543861389160156,0.10823232605562427
CEK,MED4,YOR174W,1,1.0,1482,4281,0.9986522911051213,0.965058611361587,21.030471801757812,20.958173751831055,0.07229804992675781,0.03359367974353433
CEK,MED6,YHR058C,1,1.0,1475,4203,0.9939353099730458,0.9474752028854824,19.25920867919922,19.436756134033203,-0.17754745483398438,0.04646010708756343
CEK,MED7,YOL135C,1,1.0,1225,3533,0.8254716981132075,0.7964382326420198,20.618282318115234,20.525619506835938,0.09266281127929688,0.02903346547118768
CEK,MED8,YBR193C,1,1.0,1237,2379,0.8335579514824798,0.5362939585211902,18.62119483947754,18.182884216308594,0.4383106231689453,0.2972639929612896
CEK,MEF1,YLR069C,1,1.0,1484,4432,1.0,0.9990982867448152,23.468242645263672,23.50711441040039,-0.03887176513671875,0.0009017132551848439
CEK,MEF2,YJL102W,1,1.0,1483,4293,0.9993261455525606,0.9677637511271415,20.960590362548828,21.062992095947266,-0.1024017333984375,0.03156239442541908
CEK,MEH1,YKR007W,1,1.0,938,2378,0.6320754716981132,0.5360685302073941,16.799266815185547,17.114086151123047,-0.3148193359375,0.09600694149071909
CEK,MEP1,YGR121C,1,1.0,1191,3914,0.8025606469002695,0.8823264201983769,19.962356567382812,20.161235809326172,-0.19887924194335938,-0.07976577329810741
CEK,MES1,YGR264C,1,1.0,1484,4433,1.0,0.9993237150586114,23.88932228088379,24.37255096435547,-0.4832286834716797,0.0006762849413886052
CEK,MET1,YKR069W,1,1.0,1421,3841,0.9575471698113207,0.8658701532912534,19.704219818115234,19.290973663330078,0.41324615478515625,0.09167701652006732
CEK,MET10,YFR030W,1,1.0,1484,4432,1.0,0.9990982867448152,23.22614860534668,23.242815017700195,-0.016666412353515625,0.0009017132551848439
CEK,MET12,YPL023C,1,1.0,1483,4379,0.9993261455525606,0.9871505861136158,21.8851261138916,21.962570190429688,-0.07744407653808594,0.012175559438944772
CEK,MET13,YGL125W,1,1.0,1484,4423,1.0,0.9970694319206492,22.92096710205078,22.823162078857422,0.09780502319335938,0.0029305680793507705
CEK,MET14,YKL001C,1,1.0,1480,4375,0.9973045822102425,0.986248872858431,22.63418960571289,22.96921730041504,-0.33502769470214844,0.011055709351811549
CEK,MET16,YPR167C,1,1.0,1238,2862,0.8342318059299192,0.6451758340847611,17.61659049987793,17.505943298339844,0.11064720153808594,0.1890559718451581
CEK,MET17,YLR303W,1,1.0,1484,4436,1.0,1.0,28.082763671875,27.64057159423828,0.44219207763671875,0.0
CEK,MET18,YIL128W,1,1.0,1484,4314,1.0,0.972497745716862,21.02597999572754,20.88346290588379,0.14251708984375,0.027502254283138017
CEK,MET2,YNL277W,1,1.0,1450,3963,0.977088948787062,0.8933724075743913,20.105979919433594,19.607023239135742,0.49895668029785156,0.08371654121267069
CEK,MET22,YOL064C,1,1.0,1484,4426,1.0,0.9977457168620378,23.376008987426758,23.141437530517578,0.2345714569091797,0.0022542831379621653
CEK,MET3,YJR010W,1,1.0,1484,4433,1.0,0.9993237150586114,25.019489288330078,24.506301879882812,0.5131874084472656,0.0006762849413886052
CEK,MET30,YIL046W,1,1.0,1345,3738,0.9063342318059299,0.8426510369702435,18.951339721679688,19.118404388427734,-0.16706466674804688,0.06368319483568641
CEK,MET4,YNL103W,1,1.0,629,3154,0.4238544474393531,0.7110009017132551,18.2355899810791,18.336078643798828,-0.10048866271972656,-0.28714645427390206
CEK,MET5,YJR137C,1,1.0,1484,4413,1.0,0.9948151487826871,22.87456512451172,23.031280517578125,-0.15671539306640625,0.005184851217312936
CEK,MET6,YER091C,1,1.0,1484,4436,1.0,1.0,28.085357666015625,28.26546859741211,-0.18011093139648438,0.0
CEK,MET7,YOR241W,1,1.0,1484,4422,1.0,0.996844003606853,22.295875549316406,22.517969131469727,-0.2220935821533203,0.003155996393147009
CEK,MET8,YBR213W,1,1.0,1484,4354,1.0,0.9815148782687105,21.62178611755371,21.095165252685547,0.5266208648681641,0.018485121731289467
CEK,MEU1,YLR017W,1,1.0,1484,4396,1.0,0.9909828674481514,22.322935104370117,22.433839797973633,-0.11090469360351562,0.00901713255184855
CEK,MEX67,YPL169C,1,1.0,1484,4379,1.0,0.9871505861136158,22.50840950012207,22.55820655822754,-0.04979705810546875,0.012849413886384164
CEK,MFB1,YDR219C,1,1.0,1259,3658,0.8483827493261455,0.8246167718665465,16.968082427978516,17.132741928100586,-0.1646595001220703,0.023765977459599075
CEK,MFT1,YML062C,1,1.0,1482,4244,0.9986522911051213,0.9567177637511272,21.119279861450195,21.118362426757812,0.0009174346923828125,0.04193452735399417
CEK,MGA2,YIR033W,1,1.0,975,2367,0.6570080862533693,0.5335888187556357,18.483585357666016,18.385658264160156,0.09792709350585938,0.12341926749773358
CEK,MGE1,YOR232W,1,1.0,1484,4375,1.0,0.986248872858431,23.05388641357422,23.28509521484375,-0.23120880126953125,0.013751127141569008
CEK,MGM1,YOR211C,1,1.0,1483,4237,0.9993261455525606,0.9551397655545536,20.841386795043945,20.536081314086914,0.30530548095703125,0.04418637999800701
CEK,MGM101,YJR144W,1,1.0,1484,4415,1.0,0.9952660054102795,22.84886360168457,22.592426300048828,0.2564373016357422,0.004733994589720458
CEK,MGR1,YCL044C,1,1.0,1483,4326,0.9993261455525606,0.9752028854824166,21.906192779541016,21.766904830932617,0.13928794860839844,0.02412326007014398
CEK,MGR2,YPL098C,1,1.0,440,1351,0.29649595687331537,0.3045536519386835,19.590272903442383,19.480010986328125,0.11026191711425781,-0.008057695065368131
CEK,MGR3,YMR115W,1,1.0,1483,4150,0.9993261455525606,0.9355275022542832,19.956317901611328,19.721630096435547,0.23468780517578125,0.06379864329827745
CEK,MGS1,YNL218W,1,1.0,1406,3515,0.9474393530997305,0.792380522993688,17.921422958374023,17.492889404296875,0.42853355407714844,0.1550588301060425
CEK,MHO1,YJR008W,1,1.0,1484,4390,1.0,0.9896302975653742,22.958881378173828,22.575679779052734,0.38320159912109375,0.01036970243462576
CEK,MHP1,YJL042W,1,1.0,1484,4340,1.0,0.9783588818755635,21.078908920288086,21.06654167175293,0.01236724853515625,0.021641118124436476
CEK,MHR1,YDR296W,1,1.0,1483,4353,0.9993261455525606,0.9812894499549143,22.51007843017578,22.305349349975586,0.2047290802001953,0.018036695597646313
CEK,MHT1,YLL062C,1,1.0,1452,3743,0.9784366576819407,0.8437781785392245,20.527902603149414,19.595352172851562,0.9325504302978516,0.13465847914271611
CEK,MIA40,YKL195W,1,1.0,1484,4415,1.0,0.9952660054102795,23.504940032958984,23.371675491333008,0.13326454162597656,0.004733994589720458
CEK,MIC12,YBR262C,1,1.0,1484,4406,1.0,0.9932371505861136,21.870210647583008,21.772850036621094,0.09736061096191406,0.006762849413886385
CEK,MIC19,YFR011C,1,1.0,1484,4400,1.0,0.9918845807033363,24.433935165405273,24.26156234741211,0.17237281799316406,0.008115419296663706
CEK,MIC26,YGR235C,1,1.0,1378,4032,0.9285714285714286,0.90892696122633,20.970125198364258,21.103713989257812,-0.1335887908935547,0.019644467345098615
CEK,MIC27,YNL100W,1,1.0,1483,4340,0.9993261455525606,0.9783588818755635,21.506519317626953,21.253467559814453,0.2530517578125,0.020967263676997083
CEK,MIC60,YKR016W,1,1.0,1484,4432,1.0,0.9990982867448152,23.724159240722656,23.623775482177734,0.10038375854492188,0.0009017132551848439
CEK,MID2,YLR332W,1,1.0,1482,4401,0.9986522911051213,0.9921100090171325,21.777708053588867,22.183116912841797,-0.4054088592529297,0.006542282087988793
CEK,MIF2,YKL089W,1,1.0,383,887,0.2580862533692722,0.19995491433724075,18.313234329223633,18.18452262878418,0.12871170043945312,0.058131339032031465
CEK,MIG1,YGL035C,1,1.0,1439,4061,0.9696765498652291,0.9154643823264202,19.856809616088867,19.726652145385742,0.130157470703125,0.054212167538808864
CEK,MIG2,YGL209W,1,1.0,557,1467,0.3753369272237197,0.3307033363390442,18.529163360595703,18.402345657348633,0.1268177032470703,0.0446335908846755
CEK,MIL1,YFL034W,1,1.0,1407,4007,0.9481132075471698,0.9032912533814247,18.44460105895996,18.6759090423584,-0.2313079833984375,0.04482195416574508
CEK,MIP1,YOR330C,1,1.0,302,1002,0.20350404312668463,0.22587917042380523,17.1544189453125,17.04790496826172,0.10651397705078125,-0.0223751272971206
CEK,MIR1,YJR077C,1,1.0,1484,4435,1.0,0.9997745716862038,26.620250701904297,26.692649841308594,-0.07239913940429688,0.00022542831379623873
CEK,MIS1,YBR084W,1,1.0,1484,4429,1.0,0.9984220018034266,23.460180282592773,23.620594024658203,-0.1604137420654297,0.001577998196573449
CEK,MIT1,YEL007W,1,1.0,1389,4115,0.9359838274932615,0.9276375112714157,19.46950340270996,20.286775588989258,-0.8172721862792969,0.008346316221845784
CEK,MIX14,YDR031W,1,1.0,1166,2267,0.7857142857142857,0.5110459873760145,18.24243927001953,17.9904727935791,0.2519664764404297,0.2746682983382712
CEK,MIX17,YMR002W,1,1.0,1416,2905,0.954177897574124,0.6548692515779982,23.201419830322266,22.970401763916016,0.23101806640625,0.2993086459961257
CEK,MIX23,YBL107C,1,1.0,1480,4258,0.9973045822102425,0.9598737601442742,20.52281379699707,20.81900978088379,-0.29619598388671875,0.03743082206596837
CEK,MKC7,YDR144C,1,1.0,1034,1389,0.6967654986522911,0.3131199278629396,20.15064811706543,20.022001266479492,0.1286468505859375,0.3836455707893515
CEK,MKK1,YOR231W,1,1.0,299,1131,0.20148247978436656,0.2549594229035167,15.790667533874512,16.249675750732422,-0.45900821685791016,-0.05347694311915013
CEK,MKK2,YPL140C,1,1.0,914,2703,0.6159029649595688,0.6093327321911632,16.7713623046875,17.039756774902344,-0.26839447021484375,0.006570232768405515
CEK,MKS1,YNL076W,1,1.0,1460,4176,0.9838274932614556,0.9413886384129847,20.355295181274414,20.2119140625,0.14338111877441406,0.042438854848470875
CEK,MKT1,YNL085W,1,1.0,1484,4433,1.0,0.9993237150586114,23.445436477661133,23.558799743652344,-0.11336326599121094,0.0006762849413886052
CEK,MLC1,YGL106W,1,1.0,1484,4434,1.0,0.9995491433724075,25.056772232055664,24.923728942871094,0.1330432891845703,0.00045085662759247747
CEK,MLC2,YPR188C,1,1.0,1473,4133,0.9925876010781671,0.9316952209197475,20.339723587036133,20.23959732055664,0.10012626647949219,0.06089238015841958
CEK,MLF3,YNL074C,1,1.0,1363,3467,0.9184636118598383,0.7815599639314698,19.49863052368164,19.834796905517578,-0.3361663818359375,0.1369036479283685
CEK,MLH1,YMR167W,1,1.0,1469,4094,0.9898921832884097,0.9229035166816952,17.7449951171875,18.01079559326172,-0.26580047607421875,0.06698866660671443
CEK,MLP1,YKR095W,1,1.0,1483,4359,0.9993261455525606,0.9826420198376916,21.369998931884766,21.305898666381836,0.06410026550292969,0.01668412571486899
CEK,MLP2,YIL149C,1,1.0,1479,4238,0.9966307277628033,0.9553651938683498,20.335847854614258,20.291975021362305,0.043872833251953125,0.04126553389445342
CEK,MLS1,YNL117W,1,1.0,1484,4413,1.0,0.9948151487826871,24.450429916381836,24.400604248046875,0.04982566833496094,0.005184851217312936
CEK,MMF1,YIL051C,1,1.0,1484,4435,1.0,0.9997745716862038,26.49696159362793,26.25704574584961,0.2399158477783203,0.00022542831379623873
CEK,MMM1,YLL006W,1,1.0,1363,2580,0.9184636118598383,0.581605049594229,18.810338973999023,18.52412223815918,0.28621673583984375,0.3368585622656093
CEK,MMP1,YLL061W,1,1.0,28,1298,0.018867924528301886,0.29260595130748424,19.07161521911621,19.011077880859375,0.06053733825683594,-0.27373802677918235
CEK,MMR1,YLR190W,1,1.0,553,1540,0.37264150943396224,0.34715960324616774,14.632803916931152,14.754010200500488,-0.12120628356933594,0.0254819061877945
CEK,MMS1,YPR164W,1,1.0,1458,3855,0.9824797843665768,0.8690261496844004,19.340627670288086,19.14131736755371,0.199310302734375,0.1134536346821764
CEK,MMS2,YGL087C,1,1.0,1483,4251,0.9993261455525606,0.9582957619477006,22.18785285949707,22.085657119750977,0.10219573974609375,0.04103038360486
CEK,MMS21,YEL019C,1,1.0,867,2282,0.5842318059299192,0.5144274120829576,17.512357711791992,17.349857330322266,0.16250038146972656,0.06980439384696158
CEK,MMT1,YMR177W,1,1.0,1476,3979,0.9946091644204852,0.8969792605951308,20.678205490112305,20.3044490814209,0.37375640869140625,0.09762990382535441
CEK,MMT2,YPL224C,1,1.0,1220,3857,0.8221024258760108,0.8694770063119928,19.2470645904541,19.638797760009766,-0.39173316955566406,-0.04737458043598197
CEK,MND1,YGL183C,1,1.0,557,1209,0.3753369272237197,0.27254283137962126,22.126977920532227,22.331796646118164,-0.2048187255859375,0.10279409584409843
CEK,MND2,YIR025W,1,1.0,532,929,0.3584905660377358,0.2094229035166817,14.50656795501709,14.710288047790527,-0.2037200927734375,0.14906766252105413
CEK,MNE1,YOR350C,1,1.0,1331,3499,0.8969002695417789,0.7887736699729486,18.05357551574707,17.93773651123047,0.11583900451660156,0.1081265995688303
CEK,MNL1,YHR204W,1,1.0,631,2496,0.4252021563342318,0.5626690712353472,17.7077579498291,17.99614906311035,-0.28839111328125,-0.13746691490111534
CEK,MNL2,YLR057W,1,1.0,1472,4181,0.9919137466307277,0.9425157799819658,19.325115203857422,19.337139129638672,-0.01202392578125,0.04939796664876195
CEK,MNN1,YER001W,1,1.0,1476,3998,0.9946091644204852,0.9012623985572588,23.40018653869629,22.582326889038086,0.8178596496582031,0.09334676586322643
CEK,MNN10,YDR245W,1,1.0,1483,4338,0.9993261455525606,0.9779080252479712,21.448253631591797,21.544923782348633,-0.09667015075683594,0.02141812030458945
CEK,MNN11,YJL183W,1,1.0,1484,4418,1.0,0.9959422903516681,22.14716339111328,22.277616500854492,-0.13045310974121094,0.004057709648331853
CEK,MNN2,YBR015C,1,1.0,1484,4399,1.0,0.9916591523895402,22.197187423706055,22.434307098388672,-0.2371196746826172,0.008340847610459834
CEK,MNN4,YKL201C,1,1.0,1477,4265,0.9952830188679245,0.9614517583408476,20.652915954589844,20.512380599975586,0.1405353546142578,0.033831260527076856
CEK,MNN5,YJL186W,1,1.0,1483,4421,0.9993261455525606,0.9966185752930569,22.491666793823242,23.0869083404541,-0.5952415466308594,0.0027075702595037443
CEK,MNN9,YPL050C,1,1.0,1484,4427,1.0,0.9979711451758341,22.974050521850586,23.295846939086914,-0.3217964172363281,0.0020288548241659266
CEK,MNP1,YGL068W,1,1.0,715,3015,0.48180592991913745,0.6796663660955816,23.327802658081055,23.20292854309082,0.12487411499023438,-0.19786043617644417
CEK,MNR2,YKL064W,1,1.0,1483,4151,0.9993261455525606,0.9357529305680794,19.90273666381836,19.47724151611328,0.4254951477050781,0.06357321498448121
CEK,MNS1,YJR131W,1,1.0,1475,4175,0.9939353099730458,0.9411632100991885,20.97480583190918,20.55865478515625,0.4161510467529297,0.05277209987385734
CEK,MNT2,YGL257C,1,1.0,379,1009,0.2553908355795148,0.2274571686203787,16.236806869506836,16.139863967895508,0.09694290161132812,0.0279336669591361
CEK,MNT3,YIL014W,1,1.0,1423,3305,0.9588948787061995,0.7450405770964833,18.768220901489258,18.79300308227539,-0.024782180786132812,0.2138543016097162
CEK,MOB1,YIL106W,1,1.0,1088,2875,0.7331536388140162,0.6481064021641119,18.730745315551758,18.953611373901367,-0.22286605834960938,0.08504723664990432
CEK,MOD5,YOR274W,1,1.0,1479,4229,0.9966307277628033,0.9533363390441839,20.186565399169922,20.080026626586914,0.10653877258300781,0.04329438871861935
CEK,MOG1,YJR074W,1,1.0,1481,4215,0.9979784366576819,0.950180342651037,21.273298263549805,21.295812606811523,-0.02251434326171875,0.04779809400664492
CEK,MOH1,YBL049W,1,1.0,1031,2233,0.694743935309973,0.5033814247069431,17.824243545532227,17.650854110717773,0.17338943481445312,0.1913625106030299
CEK,MON1,YGL124C,1,1.0,793,2371,0.534366576819407,0.5344905320108205,17.54600715637207,17.450698852539062,0.09530830383300781,-0.00012395519141350508
CEK,MON2,YNL297C,1,1.0,1483,4334,0.9993261455525606,0.9770063119927863,20.630842208862305,20.558212280273438,0.07262992858886719,0.022319833559774294
CEK,MOT1,YPL082C,1,1.0,1483,4344,0.9993261455525606,0.9792605951307484,20.828857421875,20.60873031616211,0.22012710571289062,0.02006555042181224
CEK,MOT2,YER068W,1,1.0,1483,4361,0.9993261455525606,0.9830928764652841,21.800230026245117,21.576786041259766,0.22344398498535156,0.016233269087276514
CEK,MOT3,YMR070W,1,0.5,1436,3885,0.967654986522911,0.8757889990982868,20.175851821899414,19.937633514404297,0.2382183074951172,0.09186598742462426
CEK,MPA43,YNL249C,1,1.0,508,757,0.3423180592991914,0.1706492335437331,17.18782615661621,17.107858657836914,0.07996749877929688,0.1716688257554583
CEK,MPC1,YGL080W,1,1.0,1378,2621,0.9285714285714286,0.5908476104598738,20.913963317871094,21.0334415435791,-0.11947822570800781,0.33772381811155483
CEK,MPC3,YGR243W,1,1.0,1334,4005,0.898921832884097,0.9028403967538323,20.830158233642578,21.42387580871582,-0.5937175750732422,-0.003918563869735325
CEK,MPD1,YOR288C,1,1.0,1483,4366,0.9993261455525606,0.9842200180342651,22.058422088623047,21.688756942749023,0.36966514587402344,0.015106127518295542
CEK,MPD2,YOL088C,1,1.0,1483,4292,0.9993261455525606,0.9675383228133454,22.369577407836914,21.86149787902832,0.5080795288085938,0.03178782273921521
CEK,MPE1,YKL059C,1,1.0,1463,4117,0.9858490566037735,0.9280883678990082,20.140378952026367,20.016624450683594,0.12375450134277344,0.05776068870476536
CEK,MPH1,YIR002C,1,1.0,629,1905,0.4238544474393531,0.4294409377817854,15.326308250427246,15.647953987121582,-0.32164573669433594,-0.005586490342432304
CEK,MPM1,YJL066C,1,1.0,1483,4350,0.9993261455525606,0.9806131650135257,21.74552345275879,21.883012771606445,-0.13748931884765625,0.018712980539034918
CEK,MPO1,YGL010W,1,1.0,1383,3570,0.9319407008086253,0.8047790802524797,20.288204193115234,20.395580291748047,-0.1073760986328125,0.12716162055614566
CEK,MPP10,YJR002W,1,1.0,1484,4386,1.0,0.9887285843101894,21.712249755859375,21.830894470214844,-0.11864471435546875,0.011271415689810604
CEK,MPP6,YNR024W,1,1.0,1116,2625,0.7520215633423181,0.5917493237150586,17.63966941833496,17.631444931030273,0.0082244873046875,0.16027223962725945
CEK,MPS3,YJL019W,1,1.0,1022,2160,0.6886792452830188,0.48692515779981965,17.133146286010742,17.074928283691406,0.05821800231933594,0.20175408748319917
CEK,MPT5,YGL178W,1,1.0,1482,4221,0.9986522911051213,0.9515329125338142,19.58759880065918,19.611230850219727,-0.023632049560546875,0.0471193785713071
CEK,MRC1,YCL061C,1,1.0,1394,3872,0.9393530997304582,0.872858431018936,17.37539291381836,17.418100357055664,-0.04270744323730469,0.06649466871152221
CEK,MRD1,YPR112C,1,1.0,1484,4419,1.0,0.9961677186654644,22.02109146118164,21.967893600463867,0.05319786071777344,0.0038322813345356144
CEK,MRE11,YMR224C,1,1.0,1481,4177,0.9979784366576819,0.9416140667267808,18.42876434326172,18.419918060302734,0.008846282958984375,0.056364369930901104
CEK,MRF1,YGL143C,1,1.0,438,863,0.29514824797843664,0.19454463480613166,17.94833755493164,18.124725341796875,-0.17638778686523438,0.10060361317230498
CEK,MRH1,YDR033W,1,1.0,1411,4006,0.9508086253369272,0.9030658250676284,22.059532165527344,22.492137908935547,-0.4326057434082031,0.04774280026929878
CEK,MRH4,YGL064C,1,1.0,1480,4207,0.9973045822102425,0.9483769161406672,19.76692008972168,19.64993667602539,0.11698341369628906,0.048927666069575326
CEK,MRI1,YPR118W,1,1.0,1484,4422,1.0,0.996844003606853,21.916471481323242,22.313312530517578,-0.39684104919433594,0.003155996393147009
CEK,MRL1,YPR079W,1,1.0,467,1350,0.3146900269541779,0.30432822362488726,17.8465576171875,18.078763961791992,-0.2322063446044922,0.010361803329290653
CEK,MRM1,YOR201C,1,1.0,307,1762,0.2068733153638814,0.39720468890892696,19.152278900146484,19.780536651611328,-0.6282577514648438,-0.19033137354504556
CEK,MRN1,YPL184C,1,1.0,1484,4348,1.0,0.9801623083859333,21.109012603759766,20.971956253051758,0.1370563507080078,0.019837691614066677
CEK,MRP1,YDR347W,1,1.0,1484,4406,1.0,0.9932371505861136,22.082687377929688,21.917383193969727,0.16530418395996094,0.006762849413886385
CEK,MRP13,YGR084C,1,1.0,1484,4383,1.0,0.9880522993688007,22.13251304626465,21.974781036376953,0.1577320098876953,0.01194770063119932
CEK,MRP17,YKL003C,1,1.0,1438,4319,0.9690026954177897,0.9736248872858431,20.752023696899414,21.255220413208008,-0.5031967163085938,-0.004622191868053349
CEK,MRP2,YPR166C,1,1.0,1476,4250,0.9946091644204852,0.9580703336339044,21.136154174804688,21.029176712036133,0.10697746276855469,0.03653883078658082
CEK,MRP20,YDR405W,1,1.0,1484,4374,1.0,0.9860234445446348,21.87056541442871,21.792339324951172,0.07822608947753906,0.013976555455365247
CEK,MRP21,YBL090W,1,1.0,1482,4352,0.9986522911051213,0.9810640216411182,21.787227630615234,21.723791122436523,0.06343650817871094,0.01758826946400316
CEK,MRP4,YHL004W,1,1.0,1484,4427,1.0,0.9979711451758341,22.248199462890625,22.266721725463867,-0.018522262573242188,0.0020288548241659266
CEK,MRP49,YKL167C,1,1.0,1467,4231,0.988544474393531,0.9537871956717764,21.115541458129883,21.166179656982422,-0.05063819885253906,0.0347572787217546
CEK,MRP51,YPL118W,1,1.0,1484,4333,1.0,0.9767808836789901,22.00757598876953,21.873964309692383,0.13361167907714844,0.023219116321009925
CEK,MRP7,YNL005C,1,1.0,1483,4346,0.9993261455525606,0.9797114517583408,21.889381408691406,21.824018478393555,0.06536293029785156,0.019614693794219762
CEK,MRP8,YKL142W,1,1.0,1484,4435,1.0,0.9997745716862038,25.396312713623047,25.384782791137695,0.011529922485351562,0.00022542831379623873
CEK,MRPL1,YDR116C,1,1.0,1483,4399,0.9993261455525606,0.9916591523895402,22.556493759155273,22.568601608276367,-0.01210784912109375,0.007666993163020441
CEK,MRPL10,YNL284C,1,1.0,1483,4273,0.9993261455525606,0.9632551848512173,21.009313583374023,20.784568786621094,0.2247447967529297,0.0360709607013433
CEK,MRPL11,YDL202W,1,1.0,1483,4360,0.9993261455525606,0.9828674481514879,22.133987426757812,22.043317794799805,0.09066963195800781,0.016458697401072753
CEK,MRPL13,YKR006C,1,1.0,1483,4275,0.9993261455525606,0.9637060414788098,22.48543930053711,22.366403579711914,0.11903572082519531,0.035620104073750825
CEK,MRPL16,YBL038W,1,1.0,1426,3860,0.9609164420485176,0.8701532912533815,19.690269470214844,19.526649475097656,0.1636199951171875,0.09076315079513608
CEK,MRPL17,YNL252C,1,1.0,1484,4351,1.0,0.9808385933273219,21.578399658203125,21.4984130859375,0.079986572265625,0.019161406672678072
CEK,MRPL19,YNL185C,1,1.0,1483,4356,0.9993261455525606,0.981965734896303,22.114173889160156,21.896278381347656,0.2178955078125,0.017360410656257597
CEK,MRPL20,YKR085C,1,1.0,1482,4336,0.9986522911051213,0.9774571686203787,21.381357192993164,21.20944595336914,0.17191123962402344,0.021195122484742646
CEK,MRPL22,YNL177C,1,1.0,1477,4300,0.9952830188679245,0.9693417493237151,20.21944808959961,20.49127960205078,-0.2718315124511719,0.02594126954420939
CEK,MRPL23,YOR150W,1,1.0,1480,4317,0.9973045822102425,0.9731740306582507,21.12372589111328,21.174962997436523,-0.05123710632324219,0.02413055155199184
CEK,MRPL24,YMR193W,1,1.0,1483,4362,0.9993261455525606,0.9833183047790802,21.766752243041992,21.738319396972656,0.028432846069335938,0.016007840773480386
CEK,MRPL25,YGR076C,1,1.0,1476,4254,0.9946091644204852,0.9589720468890893,21.565628051757812,21.610734939575195,-0.04510688781738281,0.03563711753139587
CEK,MRPL27,YBR282W,1,1.0,1457,4134,0.9818059299191375,0.9319206492335438,20.397031784057617,20.095306396484375,0.3017253875732422,0.049885280685593725
CEK,MRPL28,YDR462W,1,1.0,1484,4374,1.0,0.9860234445446348,21.49223518371582,21.431835174560547,0.06040000915527344,0.013976555455365247
CEK,MRPL3,YMR024W,1,1.0,1484,4417,1.0,0.9957168620378719,22.6538143157959,22.661245346069336,-0.0074310302734375,0.004283137962128092
CEK,MRPL31,YKL138C,1,1.0,1483,4307,0.9993261455525606,0.9709197475202885,20.929624557495117,20.904964447021484,0.024660110473632812,0.028406398032272073
CEK,MRPL32,YCR003W,1,1.0,1480,4253,0.9973045822102425,0.9587466185752931,21.03746223449707,20.6738338470459,0.3636283874511719,0.038557963634949455
CEK,MRPL33,YMR286W,1,1.0,649,1948,0.43733153638814015,0.43913435527502254,20.004648208618164,19.741060256958008,0.26358795166015625,-0.0018028188868823847
CEK,MRPL35,YDR322W,1,1.0,1483,4387,0.9993261455525606,0.9889540126239855,21.96982765197754,21.886964797973633,0.08286285400390625,0.010372132928575084
CEK,MRPL36,YBR122C,1,1.0,1481,4322,0.9979784366576819,0.9743011722272318,22.252412796020508,22.240299224853516,0.012113571166992188,0.02367726443045015
CEK,MRPL38,YKL170W,1,1.0,1384,3825,0.9326145552560647,0.862263300270514,18.903364181518555,18.619125366210938,0.2842388153076172,0.07035125498555073
CEK,MRPL39,YML009C,1,1.0,1482,4394,0.9986522911051213,0.9905320108205591,21.299150466918945,21.12261199951172,0.17653846740722656,0.008120280284562242
CEK,MRPL4,YLR439W,1,1.0,1483,4365,0.9993261455525606,0.9839945897204689,21.564302444458008,21.50826644897461,0.05603599548339844,0.01533155583209167
CEK,MRPL40,YPL173W,1,1.0,1484,4410,1.0,0.9941388638412985,22.877079010009766,22.891807556152344,-0.014728546142578125,0.005861136158701541
CEK,MRPL44,YMR225C,1,1.0,1107,3324,0.7459568733153639,0.7493237150586114,19.92657470703125,19.904144287109375,0.022430419921875,-0.0033668417432475284
CEK,MRPL49,YJL096W,1,1.0,1473,3922,0.9925876010781671,0.8841298467087466,20.485668182373047,20.42132568359375,0.06434249877929688,0.10845775436942051
CEK,MRPL50,YNR022C,1,1.0,1439,3953,0.9696765498652291,0.8911181244364292,19.925270080566406,19.634798049926758,0.29047203063964844,0.07855842542879987
CEK,MRPL51,YPR100W,1,1.0,1483,4332,0.9993261455525606,0.9765554553651938,20.255001068115234,20.05120277404785,0.2037982940673828,0.02277069018736677
CEK,MRPL6,YHR147C,1,1.0,1484,4374,1.0,0.9860234445446348,22.18613624572754,22.03196144104004,0.1541748046875,0.013976555455365247
CEK,MRPL7,YDR237W,1,1.0,1264,3796,0.8517520215633423,0.8557258791704238,20.467681884765625,20.5390567779541,-0.07137489318847656,-0.003973857607081466
CEK,MRPL8,YJL063C,1,1.0,1483,4377,0.9993261455525606,0.9866997294860235,21.79305648803711,21.618370056152344,0.17468643188476562,0.012626416066537138
CEK,MRPL9,YGR220C,1,1.0,1484,4387,1.0,0.9889540126239855,21.66547393798828,21.709609985351562,-0.04413604736328125,0.011045987376014477
CEK,MRPS12,YNR036C,1,0.5,1484,4327,1.0,0.9754283137962128,21.23377799987793,21.269546508789062,-0.03576850891113281,0.024571686203787246
CEK,MRPS16,YPL013C,1,1.0,1455,3982,0.9804582210242587,0.8976555455365194,20.926319122314453,20.725666046142578,0.200653076171875,0.08280267548773934
